70.52,45.2,2021-05-20 12:16:19.332867
70.52,45.2,2021-05-20 12:16:20.335455
70.52,45.2,2021-05-20 12:16:22.191517
70.52,45.2,2021-05-20 12:16:23.194269
70.52,45.2,2021-05-20 12:16:25.050360
70.52,45.2,2021-05-20 12:16:26.053035
70.52,45.2,2021-05-20 12:16:27.909013
70.52,45.2,2021-05-20 12:16:28.911621
70.7,45.2,2021-05-20 12:16:30.267231
70.7,45.2,2021-05-20 12:16:31.270010
70.7,45.2,2021-05-20 12:16:32.625450
70.7,45.2,2021-05-20 12:16:33.628275
70.52,45.2,2021-05-20 12:16:34.984075
70.52,45.2,2021-05-20 12:16:35.986760
70.7,45.2,2021-05-20 12:16:37.342515
70.7,45.2,2021-05-20 12:16:38.345111
70.7,45.2,2021-05-20 12:16:40.201443
70.7,45.2,2021-05-20 12:16:41.204009
70.7,45.2,2021-05-20 12:16:43.060107
70.7,45.2,2021-05-20 12:16:44.062936
70.7,45.2,2021-05-20 12:16:45.918913
70.7,45.2,2021-05-20 12:16:46.921643
70.7,45.2,2021-05-20 12:16:48.277933
70.7,45.2,2021-05-20 12:16:49.288245
70.7,45.2,2021-05-20 12:16:50.644878
70.7,45.2,2021-05-20 12:16:51.647508
70.7,45.2,2021-05-20 12:16:53.004027
70.7,45.2,2021-05-20 12:16:54.006622
70.7,45.2,2021-05-20 12:16:55.862833
70.7,45.2,2021-05-20 12:16:56.865386
70.7,45.2,2021-05-20 12:16:58.721522
70.7,45.2,2021-05-20 12:16:59.724223
70.7,45.2,2021-05-20 12:17:01.581071
70.7,45.2,2021-05-20 12:17:02.583785
70.7,45.2,2021-05-20 12:17:04.440333
70.7,45.2,2021-05-20 12:17:05.443057
70.7,45.2,2021-05-20 12:17:07.299100
70.7,45.2,2021-05-20 12:17:08.301776
70.7,45.1,2021-05-20 12:17:09.658353
70.7,45.1,2021-05-20 12:17:10.661236
70.7,45.1,2021-05-20 12:17:12.017048
70.7,45.1,2021-05-20 12:17:13.019727
70.7,45.1,2021-05-20 12:17:14.375494
70.7,45.1,2021-05-20 12:17:15.378211
70.7,45.1,2021-05-20 12:17:16.733984
70.7,45.1,2021-05-20 12:17:17.736565
70.7,45.1,2021-05-20 12:17:19.593387
70.7,45.1,2021-05-20 12:17:20.596374
70.7,45.1,2021-05-20 12:17:22.452590
70.7,45.1,2021-05-20 12:17:23.455291
70.7,45.1,2021-05-20 12:17:25.311745
70.7,45.1,2021-05-20 12:17:26.314453
70.7,45.1,2021-05-20 12:17:28.170757
70.7,45.1,2021-05-20 12:17:29.173539
70.7,45.1,2021-05-20 12:17:31.029607
70.7,45.1,2021-05-20 12:17:32.032346
70.7,45.0,2021-05-20 12:17:33.387946
70.7,45.0,2021-05-20 12:17:34.390699
70.88,45.1,2021-05-20 12:17:35.746528
70.88,45.1,2021-05-20 12:17:36.749424
70.88,45.1,2021-05-20 12:17:38.606272
70.88,45.1,2021-05-20 12:17:39.608867
70.7,45.0,2021-05-20 12:17:40.965555
70.7,45.0,2021-05-20 12:17:41.968334
70.7,45.0,2021-05-20 12:17:43.825420
70.7,45.0,2021-05-20 12:17:44.834313
70.7,45.0,2021-05-20 12:17:46.690412
70.7,45.0,2021-05-20 12:17:47.693189
70.7,45.0,2021-05-20 12:17:49.549584
70.7,45.0,2021-05-20 12:17:50.558797
70.7,45.0,2021-05-20 12:17:51.914576
70.7,45.0,2021-05-20 12:17:52.917206
70.88,45.0,2021-05-20 12:17:54.272804
70.88,45.0,2021-05-20 12:17:55.277129
70.7,44.9,2021-05-20 12:17:56.633043
70.7,44.9,2021-05-20 12:17:57.635681
70.7,44.9,2021-05-20 12:17:59.491866
70.7,44.9,2021-05-20 12:18:00.494640
70.7,44.9,2021-05-20 12:18:02.350860
70.7,44.9,2021-05-20 12:18:03.353530
70.7,44.9,2021-05-20 12:18:05.209909
70.7,44.9,2021-05-20 12:18:06.212484
70.7,44.9,2021-05-20 12:18:08.068704
70.7,44.9,2021-05-20 12:18:09.071459
70.7,44.9,2021-05-20 12:18:10.927817
70.7,44.9,2021-05-20 12:18:11.930461
70.7,44.9,2021-05-20 12:18:13.786782
70.7,44.9,2021-05-20 12:18:14.789466
70.7,44.8,2021-05-20 12:18:16.145138
70.7,44.8,2021-05-20 12:18:17.147799
70.7,44.8,2021-05-20 12:18:18.503541
70.7,44.8,2021-05-20 12:18:19.506373
70.7,44.8,2021-05-20 12:18:21.362652
70.7,44.8,2021-05-20 12:18:22.365509
70.7,44.8,2021-05-20 12:18:24.222305
70.7,44.8,2021-05-20 12:18:25.224997
70.7,44.8,2021-05-20 12:18:27.081265
70.7,44.8,2021-05-20 12:18:28.084214
70.7,44.8,2021-05-20 12:18:29.940432
70.7,44.8,2021-05-20 12:18:30.943309
70.7,44.8,2021-05-20 12:18:32.799454
70.7,44.8,2021-05-20 12:18:33.802624
70.7,44.8,2021-05-20 12:18:35.658962
70.7,44.8,2021-05-20 12:18:36.661820
70.7,44.8,2021-05-20 12:18:38.518174
70.7,44.8,2021-05-20 12:18:39.521196
70.7,44.8,2021-05-20 12:18:41.377748
70.7,44.8,2021-05-20 12:18:42.380486
70.7,44.8,2021-05-20 12:18:44.236902
70.7,44.8,2021-05-20 12:18:45.239598
70.88,44.9,2021-05-20 12:18:46.595603
70.88,44.9,2021-05-20 12:18:47.598631
70.88,45.0,2021-05-20 12:18:48.954722
70.88,45.0,2021-05-20 12:18:49.957363
70.88,45.0,2021-05-20 12:18:51.813313
70.88,45.0,2021-05-20 12:18:52.815924
70.88,45.0,2021-05-20 12:18:54.672010
70.88,45.0,2021-05-20 12:18:55.674583
70.88,45.0,2021-05-20 12:18:57.530825
70.88,45.0,2021-05-20 12:18:58.533536
70.88,45.0,2021-05-20 12:19:00.389933
70.88,45.0,2021-05-20 12:19:01.392582
70.88,44.9,2021-05-20 12:19:02.748321
70.88,44.9,2021-05-20 12:19:03.751080
